idade,genero,pcd,ufOndeMora,cargoAtual,nivel,tempoDeExperienciaemDados,tempodeExperienciaEmTi
30,Masculino,Não,SP,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 7 a 10 anos,de 3 a 4 anos
33,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,CE,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 7 a 10 anos
24,Masculino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
48,Masculino,Não,RJ,Arquiteto de Dados/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos
38,Masculino,Não,BA,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Mais de 10 anos
34,Masculino,Não,PB,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,PR,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Menos de 1 ano
24,Masculino,Não,RJ,Analista de Negócios/Business Analyst,Júnior,de 3 a 4 anos,de 1 a 2 anos
43,Masculino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
35,Masculino,Não,PR,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Menos de 1 ano
31,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,de 1 a 2 anos
22,Masculino,Não,PR,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,MG,Analytics Engineer,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
46,Feminino,Não,SC,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
44,Masculino,Não,SP,,,Mais de 10 anos,de 3 a 4 anos
28,Masculino,Não,PR,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 3 a 4 anos
32,Masculino,Prefiro não informar,MA,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Feminino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de 5 a 6 anos,Mais de 10 anos
39,Masculino,Não,PR,Analista de Dados/Data Analyst,Pleno,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,PE,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,RS,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,de 3 a 4 anos
26,Masculino,Não,SP,Analista de Negócios/Business Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Masculino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
32,Masculino,Não,,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,Analytics Engineer,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
48,Masculino,Não,DF,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Masculino,Não,RS,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Mais de 10 anos
25,Masculino,Não,PR,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,de 3 a 4 anos
28,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,BA,Analytics Engineer,Sênior,de 3 a 4 anos,de 1 a 2 anos
33,Feminino,Sim,DF,Analista de BI/BI Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,PR,,,Mais de 10 anos,de 1 a 2 anos
28,Feminino,Não,RJ,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Feminino,Não,MG,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 7 a 10 anos,de 1 a 2 anos
44,Masculino,Não,SP,Outra Opção,Sênior,Mais de 10 anos,de 7 a 10 anos
39,Masculino,Prefiro não informar,SC,Arquiteto de Dados/Data Architect,Sênior,Mais de 10 anos,Mais de 10 anos
41,Masculino,Não,BA,Analytics Engineer,Pleno,de 1 a 2 anos,de 1 a 2 anos
41,Masculino,Não,MG,Analista de Dados/Data Analyst,Pleno,Menos de 1 ano,Menos de 1 ano
32,Masculino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,de 3 a 4 anos
31,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,CE,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,,Outra Opção,Júnior,Não tenho experiência na área de dados,Menos de 1 ano
36,Masculino,Não,SC,,,de 3 a 4 anos,Mais de 10 anos
24,Masculino,Não,PR,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,RS,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,SC,Analista de Negócios/Business Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos
29,Feminino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 5 a 6 anos,de 1 a 2 anos
30,Feminino,Não,PR,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Feminino,Não,PR,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 3 a 4 anos
46,Masculino,Não,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Menos de 1 ano,Mais de 10 anos
22,Masculino,Não,PB,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,MG,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Menos de 1 ano
41,Feminino,Não,MG,,,de 5 a 6 anos,Mais de 10 anos
22,Masculino,Não,ES,Analytics Engineer,Júnior,de 1 a 2 anos,Menos de 1 ano
38,Prefiro não informar,Prefiro não informar,CE,,,Menos de 1 ano,de 7 a 10 anos
34,Feminino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 5 a 6 anos,de 1 a 2 anos
28,Masculino,Não,MG,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,RJ,Outra Opção,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Analytics Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,MG,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Feminino,Não,ES,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Mais de 10 anos
26,Masculino,Não,SC,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,SP,Analytics Engineer,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
21,Feminino,Não,PE,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,Mais de 10 anos,de 3 a 4 anos
24,Masculino,Não,RJ,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Feminino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
28,Feminino,Não,DF,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Outras Engenharias (não inclui dev),Sênior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,SP,,,de 1 a 2 anos,de 5 a 6 anos
28,Feminino,Não,SC,Outra Opção,Júnior,Não tenho experiência na área de dados,de 1 a 2 anos
28,Masculino,Não,GO,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,RS,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Feminino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 3 a 4 anos
26,Feminino,Não,ES,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Menos de 1 ano
44,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Feminino,Prefiro não informar,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45,Masculino,Não,RS,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,Mais de 10 anos
49,Masculino,Sim,MG,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Mais de 10 anos
35,Masculino,Sim,RJ,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,MT,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,de 5 a 6 anos
35,Masculino,Não,RS,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 3 a 4 anos,Menos de 1 ano
33,Masculino,Não,RS,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Feminino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,de 7 a 10 anos
36,Masculino,Não,DF,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de 1 a 2 anos,de 1 a 2 anos
29,Masculino,Não,ES,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
47,Masculino,Não,PR,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,SP,Outra Opção,Júnior,Menos de 1 ano,de 1 a 2 anos
30,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,de 1 a 2 anos
42,Masculino,Não,SP,Analytics Engineer,Sênior,de 7 a 10 anos,de 7 a 10 anos
25,Feminino,Não,PB,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,AL,Outra Opção,Júnior,de 3 a 4 anos,de 1 a 2 anos
25,Feminino,Não,SP,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Feminino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 3 a 4 anos
35,Masculino,Não,RS,Analista de Negócios/Business Analyst,Júnior,de 3 a 4 anos,de 1 a 2 anos
34,Masculino,Não,RS,Analytics Engineer,Sênior,de 5 a 6 anos,Menos de 1 ano
33,Feminino,Não,,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,de 5 a 6 anos
28,Masculino,Não,PR,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
47,Masculino,Não,RJ,,,Mais de 10 anos,Mais de 10 anos
30,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,RJ,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,RS,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos
36,Masculino,Não,SP,,,Mais de 10 anos,de 7 a 10 anos
21,Masculino,Não,SP,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
32,Feminino,Não,RS,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,RS,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,RJ,Analytics Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
46,Masculino,Não,SC,,,de 7 a 10 anos,de 7 a 10 anos
26,Masculino,Não,RS,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SC,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analytics Engineer,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Mais de 10 anos
41,Masculino,Não,RS,Analista de Negócios/Business Analyst,Sênior,Mais de 10 anos,Mais de 10 anos
35,Masculino,Não,SC,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 5 a 6 anos
41,Masculino,Não,SP,,,Mais de 10 anos,de 5 a 6 anos
35,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Menos de 1 ano
28,Feminino,Não,MG,Analytics Engineer,Sênior,de 5 a 6 anos,de 3 a 4 anos
32,Masculino,Não,RS,Cientista de Dados/Data Scientist,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,DF,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,de 1 a 2 anos
26,Masculino,Não,MT,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,de 1 a 2 anos
27,Feminino,Não,RJ,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,Menos de 1 ano,Menos de 1 ano
25,Feminino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 3 a 4 anos,de 1 a 2 anos
33,Feminino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,MG,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,de 1 a 2 anos
28,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
50,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Feminino,Não,SC,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Menos de 1 ano
34,Feminino,Não,CE,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Feminino,Sim,RS,Cientista de Dados/Data Scientist,Júnior,Menos de 1 ano,de 1 a 2 anos
28,Feminino,Não,MT,Analista de Negócios/Business Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,PR,,,Mais de 10 anos,de 5 a 6 anos
32,Feminino,Não,SP,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
44,Masculino,Não,ES,Analista de Negócios/Business Analyst,Sênior,Não tenho experiência na área de dados,Mais de 10 anos
42,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,,,de 7 a 10 anos,de 7 a 10 anos
36,Feminino,Não,SC,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,MT,Analytics Engineer,Pleno,de 3 a 4 anos,de 1 a 2 anos
26,Masculino,Não,MG,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 3 a 4 anos,de 5 a 6 anos
32,Masculino,Não,ES,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,de 1 a 2 anos
32,Masculino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Não,RJ,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,MT,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de 5 a 6 anos,de 3 a 4 anos
31,Masculino,Não,PR,Analista de Negócios/Business Analyst,Júnior,de 1 a 2 anos,Mais de 10 anos
23,Masculino,Não,RS,Analista de Dados/Data Analyst,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Feminino,Não,RJ,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,PE,Outra Opção,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Masculino,Não,SP,Analytics Engineer,Sênior,de 5 a 6 anos,de 5 a 6 anos
32,Masculino,Não,PR,,,de 7 a 10 anos,de 3 a 4 anos
35,Masculino,Não,RJ,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Menos de 1 ano
44,Feminino,Não,PR,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
21,Masculino,Não,MG,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
49,Masculino,Não,RO,Outra Opção,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Feminino,Não,SP,,,Mais de 10 anos,de 3 a 4 anos
32,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,de 7 a 10 anos
27,Masculino,Sim,SP,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Feminino,Não,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,SP,Analista de Suporte/Analista Técnico,Júnior,Menos de 1 ano,Menos de 1 ano
38,Masculino,Não,RS,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,ES,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,DF,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,PE,,,de 7 a 10 anos,Mais de 10 anos
30,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,de 5 a 6 anos
41,Feminino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Menos de 1 ano
35,Masculino,Não,SP,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,CE,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,MG,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Menos de 1 ano
37,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 1 a 2 anos
31,Masculino,Não,PR,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,ES,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,PB,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Feminino,Não,RS,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,de 1 a 2 anos
49,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Mais de 10 anos
37,Masculino,Não,MG,,,de 7 a 10 anos,de 7 a 10 anos
26,Feminino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 1 a 2 anos
21,Masculino,Não,TO,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Menos de 1 ano
32,Masculino,Não,SC,,,de 5 a 6 anos,de 7 a 10 anos
42,Masculino,Sim,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,de 3 a 4 anos
29,Masculino,Não,GO,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,RJ,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Feminino,Não,BA,Outra Opção,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SP,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,MG,Analytics Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,MG,Analytics Engineer,Sênior,de 3 a 4 anos,Menos de 1 ano
